Region_Name,Federal_District,Year,Migration_rate,Population,GRP_per_capita,Investment_per_capita,Unemployment_rate,Housing_price,Income_per_capita,Housing_construction_rate
Алтайский край,СФО,2001,-25.0,2631.1,23509.0,3200.132569840513,8.3,44219.0,1691.0,167.00239443578732
Алтайский край,СФО,2002,-17.0,2611.8,27991.2,3910.1212198593817,8.3,44219.0,2194.0,142.39221992495595
Алтайский край,СФО,2003,-67.0,2587.3,34295.8,5165.664461971286,8.3,44219.0,2901.0,162.25465168007773
Алтайский край,СФО,2004,-77.0,2555.7,44934.9,5989.044260651254,8.3,44219.0,3521.0,138.5526046011516
Алтайский край,СФО,2005,-78.0,2521.5,53812.4,8465.0,8.3,44219.0,4640.0,158.0
Алтайский край,СФО,2006,-70.0,2488.3,69852.0,11769.1,8.3,44219.0,6369.0,177.0710297568549
Алтайский край,СФО,2007,-43.0,2463.2,90759.9,17311.8,8.3,44219.0,7597.0,242.8509779197228
Алтайский край,СФО,2008,-32.0,2446.2,106019.5,22879.0,8.3,44219.0,9974.0,258.3209262434275
Алтайский край,СФО,2009,-13.0,2434.8,109088.7,18492.0,12.3,44219.0,9868.0,268.724354032734
Алтайский край,СФО,2010,-33.0,2424.1,124955.8,22516.0,8.8,44219.0,11029.0,272.0
Алтайский край,СФО,2011,-67.0,2407.1,137975.9,29208.8,8.5,44219.0,12526.972465579203,264.0
Алтайский край,СФО,2012,-69.0,2387.4,154560.6,35123.5,6.2,44219.0,13706.234870107366,269.0
Алтайский край,СФО,2013,-71.0,2368.7000000000003,175666.0,39930.7,8.327472709879482,44219.0,16069.622180503238,278.0
Алтайский край,СФО,2014,-58.0,2351.5,189679.2,42390.8,7.237982523701114,44219.0,18572.97716089494,316.0
Алтайский край,СФО,2015,-63.0,2334.2,209023.2,33646.6,8.044230159256745,44219.0,21276.51286990094,374.0
Алтайский край,СФО,2016,-73.0,2314.3,230047.1,32530.1,8.63018877399164,44219.0,21778.665789517272,318.0
Алтайский край,СФО,2017,-80.0,2290.6,238056.6,38349.0,6.942679903613295,44219.0,22788.44250059517,267.0
Алтайский край,СФО,2018,-78.0,2263.9,256081.7,47330.7,6.117587397358482,44219.0,23665.91040903507,335.7542147596887
Алтайский край,СФО,2019,-65.0,2237.1,280785.0,50409.4,5.86310174803185,47754.0,24935.228697897182,326.0
Алтайский край,СФО,2020,-59.0,2208.5,300706.5,55221.7,5.9590773994307344,53520.0,24980.57485040424,358.0
Алтайский край,СФО,2021,-62.0,2174.0,400038.7,57441.4,5.555951999909968,63856.0,27305.21028349057,433.0
Алтайский край,СФО,2022,-36.0,2143.0,433803.0,68168.0,3.789300677690684,76805.0,32901.0,431.0
Алтайский край,СФО,2023,-8.0,2123.1,482474.4,87444.0,3.423586843456399,90198.0,36431.0,445.0
Алтайский край,СФО,2024,-8.0,2123.1,482474.4,110578.0,3.423586843456399,90198.0,42745.0,415.0
Амурская область,ДФО,2001,-84.0,917.2,42578.3,15441.969843986786,5.4,56808.0,2313.0,110.88094199738336
Амурская область,ДФО,2002,-69.0,906.2,50449.6,15042.70421503834,5.4,56808.0,2875.0,125.35864047671592
Амурская область,ДФО,2003,-106.0,894.4,59480.3,20367.43465273096,5.4,56808.0,3867.0,116.27750969351932
Амурская область,ДФО,2004,-108.0,880.9,72937.0,25010.74458667753,5.4,56808.0,4749.0,90.92973095697582
Амурская область,ДФО,2005,-100.0,867.5,88597.1,27368.0,5.4,56808.0,5988.0,144.0
Амурская область,ДФО,2006,-85.0,855.8,111116.2,33479.3,5.4,56808.0,7419.0,161.95770169634918
Амурская область,ДФО,2007,-55.0,847.4,131887.8,53910.1,5.4,56808.0,9662.0,199.4345028770492
Амурская область,ДФО,2008,-42.0,841.6,156329.6,78490.0,5.4,56808.0,12297.0,219.70605255121623
Амурская область,ДФО,2009,-33.0,836.9,180572.3,78416.0,8.3,56808.0,13196.0,178.7577056400685
Амурская область,ДФО,2010,-60.0,831.8,214827.2,100858.0,6.9,56808.0,14323.0,200.0
Амурская область,ДФО,2011,-85.0,824.7,273332.2,143451.7,6.0,56808.0,17799.85939387178,292.0
Амурская область,ДФО,2012,-63.0,817.9,280484.7,138262.1,5.3,56808.0,21836.15724919865,387.0
Амурская область,ДФО,2013,-81.0,812.0,259501.7,125628.7,6.135733112217222,56808.0,23096.70658731801,447.0
Амурская область,ДФО,2014,-26.0,807.6,287327.6,94568.3,5.579089809708689,56808.0,25477.657122220506,424.0
Амурская область,ДФО,2015,-57.0,804.0,344986.8,127126.8,5.827026324443701,56808.0,28371.409346891665,323.0
Амурская область,ДФО,2016,-51.0,799.2,372300.0,162438.6,5.934375573874731,56808.0,28135.66700451719,275.0
Амурская область,ДФО,2017,-37.0,794.7,376452.8,242180.0,5.852652321234457,56808.0,29409.266734362016,227.0
Амурская область,ДФО,2018,-53.0,789.7,423176.6,318093.1,5.55056695231824,56808.0,31178.344521735384,199.67102659055124
Амурская область,ДФО,2019,-10.0,784.7,504185.5,434537.1,5.328197918613498,64938.0,33599.05955739979,259.0
Амурская область,ДФО,2020,-53.0,778.2,577387.2,463168.7,5.955742290001824,83996.0,35861.791535325734,199.0
Амурская область,ДФО,2021,-41.0,768.6,713306.9,536279.1,5.105008851857789,101433.0,40066.675361779584,291.0
Амурская область,ДФО,2022,-40.0,759.9,794282.4,642254.0,4.127233036432879,109475.0,49798.0,498.0
Амурская область,ДФО,2023,-32.0,753.1,1054056.2,989914.0,2.4246838938044704,125402.0,54055.0,659.0
Амурская область,ДФО,2024,-32.0,753.1,1054056.2,1272177.0,2.4246838938044704,125402.0,64343.0,674.0
Астраханская область,ЮФО,2001,4.0,1007.4,32037.2,15501.273085532488,7.4,35978.0,2333.0,492.75362318840575
Астраханская область,ЮФО,2002,38.0,1005.2,40786.8,13233.442573088274,7.4,35978.0,3058.0,518.2568898617053
Астраханская область,ЮФО,2003,47.0,1005.4,50386.3,17889.20229912266,7.4,35978.0,3839.0,578.9579949613449
Астраханская область,ЮФО,2004,31.0,1006.3,56357.5,19621.5728621109,7.4,35978.0,4530.0,626.6707742454809
Астраханская область,ЮФО,2005,-6.0,1004.5,69814.0,21545.0,7.4,35978.0,5636.0,645.0
Астраханская область,ЮФО,2006,11.0,1001.9,84950.0,29327.2,7.4,35978.0,7035.0,667.5263597056814
Астраханская область,ЮФО,2007,52.0,1003.6,99999.4,49790.4,7.4,35978.0,8639.0,722.6997263844687
Астраханская область,ЮФО,2008,34.0,1007.9,146391.0,67737.0,7.4,35978.0,11067.0,379.3985778506237
Астраханская область,ЮФО,2009,4.0,1010.5,133018.5,61308.0,9.9,35978.0,13012.0,471.4390469093727
Астраханская область,ЮФО,2010,-20.0,1010.5,143388.8,59243.0,8.2,35978.0,14697.0,495.0
Астраханская область,ЮФО,2011,5.0,1010.6,170798.2,68296.6,8.8,35978.0,16059.64023670669,498.0
Астраханская область,ЮФО,2012,-64.0,1009.5,207683.9,80897.1,7.9,35978.0,17876.038810433274,504.0
Астраханская область,ЮФО,2013,-28.0,1007.4,271899.3,121715.1,7.455676551320704,35978.0,20103.623509932782,586.0
Астраханская область,ЮФО,2014,-5.0,1008.3,293883.9,115895.7,7.456527571847994,35978.0,22210.89448407712,612.0
Астраханская область,ЮФО,2015,-75.0,1006.6,320199.0,112430.0,7.504270455107209,35978.0,24149.09670223627,564.0
Астраханская область,ЮФО,2016,-44.0,1002.7,367483.2,117678.4,7.668834013034924,35978.0,23205.43627527732,592.0
Астраханская область,ЮФО,2017,-48.0,999.4,442846.1,146738.6,7.460249161144349,35978.0,23312.80066115438,475.0
Астраханская область,ЮФО,2018,-64.0,994.2,582565.6,110918.4,7.511409795062214,35978.0,24285.153903148803,323.1967237322675
Астраханская область,ЮФО,2019,-109.0,985.5,610661.5,105813.8,7.65498701586397,38963.0,25590.00950779649,315.0
Астраханская область,ЮФО,2020,-84.0,974.5,541099.0,118130.8,7.946985442576007,45407.0,25912.247044577623,364.0
Астраханская область,ЮФО,2021,-59.0,963.4,688988.3,119871.4,7.802171344579682,52794.0,27675.0,547.0
Астраханская область,ЮФО,2022,-50.0,954.2,800575.6,91549.0,7.123712226528134,59311.0,33137.0,619.0
Астраханская область,ЮФО,2023,-25.0,948.5,819951.6,94226.0,4.360119773644553,72172.0,36593.0,666.0
Астраханская область,ЮФО,2024,-25.0,948.5,819951.6,122310.0,4.360119773644553,72172.0,41620.0,635.0
Белгородская область,ЦФО,2001,87.0,1507.5,33126.7,9306.86329851979,3.9,48862.0,2121.0,394.9323427964977
Белгородская область,ЦФО,2002,101.0,1510.0,41327.4,7171.914826400937,3.9,48862.0,2762.0,439.1390728476821
Белгородская область,ЦФО,2003,82.0,1512.9,50271.4,10137.17483071899,3.9,48862.0,3357.0,443.6574240239967
Белгородская область,ЦФО,2004,56.0,1512.8,75629.4,14995.429266338326,3.9,48862.0,4069.0,533.7260809870164
Белгородская область,ЦФО,2005,71.0,1511.7,95911.2,23167.0,3.9,48862.0,5276.0,550.0
Белгородская область,ЦФО,2006,74.0,1512.9,118211.4,34418.7,3.9,48862.0,7083.0,620.516162634986
Белгородская область,ЦФО,2007,84.0,1517.1,156225.1,55044.5,3.9,48862.0,9399.0,701.32559765926
Белгородская область,ЦФО,2008,77.0,1523.2,208548.1,68421.0,3.9,48862.0,12749.0,730.1829068133773
Белгородская область,ЦФО,2009,70.0,1529.0,199046.1,47826.0,4.7,48862.0,14147.0,717.6496825742518
Белгородская область,ЦФО,2010,39.0,1532.1,260015.6,62865.0,5.2,48862.0,16993.0,718.0
Белгородская область,ЦФО,2011,58.0,1534.5,330952.8,82108.4,4.3,48862.0,18796.425668316304,748.0
Белгородская область,ЦФО,2012,58.0,1539.3,354400.6,88886.2,3.7,48862.0,21649.068463539246,790.0
Белгородская область,ЦФО,2013,46.0,1543.7,368593.1,83826.6,3.9803942624458286,48862.0,23229.01202178713,839.0
Белгородская область,ЦФО,2014,52.0,1547.7,400396.8,77961.9,3.9942162631374902,48862.0,24723.98425622181,950.0
Белгородская область,ЦФО,2015,41.0,1551.1,447022.6,94909.3,4.075064248747422,48862.0,28005.831699015627,1004.0
Белгородская область,ЦФО,2016,48.0,1553.9,500672.6,92532.2,3.973981204787761,48862.0,29751.3317545762,870.0
Белгородская область,ЦФО,2017,21.0,1554.2,538729.8,91809.6,3.9275020296547423,48862.0,30286.41828119156,838.0
Белгородская область,ЦФО,2018,29.0,1551.9,587403.9,86700.5,3.9746407704467073,48862.0,30712.962414057514,784.8786715113257
Белгородская область,ЦФО,2019,62.0,1551.9,615578.9,107668.6,3.889109299653152,44203.0,32322.34253913432,814.0
Белгородская область,ЦФО,2020,27.0,1549.2,643774.4,109417.0,4.896536575708994,49021.0,32798.92052399755,743.0
Белгородская область,ЦФО,2021,44.0,1540.9,882551.8,109525.1,4.211620436816428,61142.0,35510.927695761115,758.0
Белгородская область,ЦФО,2022,-73.0,1525.5,840505.6,128973.0,3.7217536167116174,80354.0,41855.0,551.0
Белгородская область,ЦФО,2023,-24.0,1507.6,889768.6,140747.0,3.550089026933175,74351.0,47257.0,636.0
Белгородская область,ЦФО,2024,-24.0,1507.6,889768.6,158453.0,3.550089026933175,74351.0,56798.0,572.0
Брянская область,ЦФО,2001,-18.0,1399.7,21511.9,2477.005721242327,6.5,34156.0,1818.0,169.25055369007643
Брянская область,ЦФО,2002,-12.0,1383.2,27020.0,3425.215962606645,6.5,34156.0,2452.0,174.73973395026024
Брянская область,ЦФО,2003,-7.0,1367.6,31953.4,4772.885962389287,6.5,34156.0,3136.0,162.1788412914057
Брянская область,ЦФО,2004,-21.0,1352.2,37719.1,4992.973268692253,6.5,34156.0,3725.0,169.35489835008394
Брянская область,ЦФО,2005,-15.0,1335.9,49923.4,6360.0,6.5,34156.0,4788.0,148.0
Брянская область,ЦФО,2006,-18.0,1320.2,62187.8,9439.3,6.5,34156.0,6171.0,186.5626420239358
Брянская область,ЦФО,2007,5.0,1308.0,78518.8,16062.3,6.5,34156.0,7626.0,228.20298368711804
Брянская область,ЦФО,2008,-2.0,1298.8,96885.4,19478.0,6.5,34156.0,10083.0,247.69074766880425
Брянская область,ЦФО,2009,-1.0,1290.4,98014.5,20814.0,10.7,34156.0,11484.0,273.4821508142855
Брянская область,ЦФО,2010,-24.0,1280.9,114777.6,32780.0,8.0,34156.0,13358.0,305.0
Брянская область,ЦФО,2011,-40.0,1269.5,137227.5,37820.7,7.1,34156.0,15352.12455819603,332.0
Брянская область,ЦФО,2012,-43.0,1258.0,164867.2,37005.1,5.1,34156.0,17484.358558955308,360.0
Брянская область,ЦФО,2013,-46.0,1246.4,176108.0,48831.6,5.22272703780792,34156.0,18733.267009518,422.0
Брянская область,ЦФО,2014,-33.0,1235.4,196473.1,53477.8,5.018169416305959,34156.0,20633.97193994702,445.0
Брянская область,ЦФО,2015,-14.0,1226.7,221557.6,50750.3,4.65053843621982,34156.0,23478.73253769629,524.0
Брянская область,ЦФО,2016,4.0,1220.5,259301.1,55872.1,4.598695827777814,34156.0,24056.509316580206,544.0
Брянская область,ЦФО,2017,-22.0,1213.1,281250.4,45439.0,4.416321304224615,34156.0,25162.093646312056,459.0
Брянская область,ЦФО,2018,-32.0,1202.7,305284.8,48989.5,3.953225636332098,34156.0,26722.337613528554,334.3549504190842
Брянская область,ЦФО,2019,-2.0,1193.2,334495.9,53263.6,3.781894472048218,34382.0,28497.0114176682,340.0
Брянская область,ЦФО,2020,4.0,1184.1,349774.4,63541.5,3.988148136831297,36274.0,28719.90407046056,359.0
Брянская область,ЦФО,2021,3.0,1171.8,411888.4,71441.1,3.42004150526825,39407.0,31713.154043410177,384.0
Брянская область,ЦФО,2022,-20.0,1158.6,472755.9,78514.0,3.226348831368504,57679.0,37428.0,419.0
Брянская область,ЦФО,2023,-14.0,1147.4,546442.6,83015.0,2.587397068128858,65801.0,40927.0,496.0
Брянская область,ЦФО,2024,-14.0,1147.4,546442.6,103781.0,2.587397068128858,65801.0,48502.0,536.0
Владимирская область,ЦФО,2001,-6.0,1548.6,27170.0,4019.182500605376,5.7,43366.0,1666.0,158.8531576908175
Владимирская область,ЦФО,2002,-3.0,1529.7,32923.6,5785.646359228559,5.7,43366.0,2158.0,165.59884937238496
Владимирская область,ЦФО,2003,46.0,1514.8,40809.4,6817.172999248973,5.7,43366.0,2837.0,184.44508698757733
Владимирская область,ЦФО,2004,28.0,1503.6,49353.4,8307.548144780762,5.7,43366.0,3363.0,215.6845140115125
Владимирская область,ЦФО,2005,35.0,1492.0,58261.0,11613.0,5.7,43366.0,4107.0,219.0
Владимирская область,ЦФО,2006,26.0,1481.2,76184.8,15024.2,5.7,43366.0,5627.0,230.42796948601668
Владимирская область,ЦФО,2007,22.0,1471.3,99682.5,25674.8,5.7,43366.0,7015.0,255.5559633576248
Владимирская область,ЦФО,2008,19.0,1462.4,119941.8,30811.0,5.7,43366.0,9480.0,286.8006072459209
Владимирская область,ЦФО,2009,19.0,1453.8,127815.1,35455.0,8.7,43366.0,10827.0,310.2097526919809
Владимирская область,ЦФО,2010,13.0,1445.5,155494.2,34652.0,6.1,43366.0,12956.0,333.0
Владимирская область,ЦФО,2011,9.0,1437.3,181742.0,41583.7,5.7,43366.0,14304.247551819606,305.0
Владимирская область,ЦФО,2012,-9.0,1429.2,200118.5,42688.6,4.4,43366.0,16201.39605078482,356.0
Владимирская область,ЦФО,2013,8.0,1421.6,215705.7,45973.3,3.788278655252506,43366.0,18006.500135178892,366.0
Владимирская область,ЦФО,2014,10.0,1415.1999999999998,231824.2,52240.2,4.328157486807909,43366.0,19451.165148091142,430.0
Владимирская область,ЦФО,2015,2.0,1408.8,261560.4,50760.9,5.553895466755671,43366.0,22592.691342794267,461.0
Владимирская область,ЦФО,2016,11.0,1402.6,307666.2,50416.2,5.560733228573464,43366.0,22217.43517298611,471.0
Владимирская область,ЦФО,2017,-8.0,1395.0,322473.5,56291.9,4.828153134236308,43366.0,23367.775128626414,502.0
Владимирская область,ЦФО,2018,-11.0,1384.8,346635.8,53077.0,4.678327072979383,43366.0,23343.519682596307,475.77366059292416
Владимирская область,ЦФО,2019,32.0,1376.6,389002.2,65423.3,4.0420271925276285,43064.0,25124.52866350618,547.0
Владимирская область,ЦФО,2020,-1.0,1366.4,404785.5,69735.8,5.583315840365618,44295.0,25648.916836945788,538.0
Владимирская область,ЦФО,2021,16.0,1350.6,540728.4,75787.1,3.907322775703369,62251.0,28148.35699990893,622.0
Владимирская область,ЦФО,2022,-23.0,1333.9,584074.4,138238.0,2.6056961386757185,74574.0,34667.0,887.0
Владимирская область,ЦФО,2023,-27.0,1317.7,677998.5,137944.0,2.022102960673899,88649.0,38649.0,869.0
Владимирская область,ЦФО,2024,-27.0,1317.7,677998.5,109821.0,2.022102960673899,88649.0,46302.0,788.0
Волгоградская область,ЮФО,2001,13.0,2717.5,30513.2,6005.533000210119,8.2,37357.0,2163.0,149.88040478380864
Волгоградская область,ЮФО,2002,188.0,2701.9,38617.7,7160.864418669807,8.2,37357.0,2952.0,166.58647618342647
Волгоградская область,ЮФО,2003,-13.0,2683.3,47934.1,8256.186037933721,8.2,37357.0,3803.0,153.46705862009338
Волгоградская область,ЮФО,2004,-2.0,2664.3,57928.0,11203.038615886437,8.2,37357.0,4648.0,190.8567422161602
Волгоградская область,ЮФО,2005,3.0,2648.3,76740.6,16137.0,8.2,37357.0,5908.0,194.0
Волгоградская область,ЮФО,2006,14.0,2635.2,95683.4,15032.4,8.2,37357.0,7889.0,242.10906595992068
Волгоградская область,ЮФО,2007,13.0,2626.6,126313.1,24729.7,8.2,37357.0,9410.0,290.22928989577173
Волгоградская область,ЮФО,2008,13.0,2620.6,159001.5,33748.0,8.2,37357.0,10833.0,312.9823570601333
Волгоградская область,ЮФО,2009,16.0,2616.1,144303.4,28895.0,10.3,37357.0,12531.0,276.4023280331056
Волгоградская область,ЮФО,2010,8.0,2610.8,166028.8,30041.0,8.0,37357.0,13775.0,255.0
Волгоградская область,ЮФО,2011,-7.0,2603.1,195321.7,39983.9,6.9,37357.0,14508.813711012494,242.0
Волгоградская область,ЮФО,2012,-12.0,2594.6,220267.5,52474.9,6.0,37357.0,15975.192762326727,342.0
Волгоградская область,ЮФО,2013,-19.0,2585.7,234934.7,54406.8,6.622222288051118,37357.0,17999.83908334033,315.0
Волгоградская область,ЮФО,2014,-9.0,2576.8,277632.9,70939.4,6.579974179216061,37357.0,19285.536870588632,435.0
Волгоградская область,ЮФО,2015,-7.0,2569.1,288213.6,77921.6,7.236022516576118,37357.0,21953.16168761216,357.0
Волгоградская область,ЮФО,2016,-2.0,2561.9,322250.5,71680.9,6.825918908922583,37357.0,21240.74906776375,297.0
Волгоградская область,ЮФО,2017,-8.0,2553.5,332977.4,75076.7,6.011726908492155,37357.0,21819.01726689741,288.0
Волгоградская область,ЮФО,2018,1.0,2543.6,364763.9,71983.4,5.565796111367346,37357.0,22551.400937125083,242.6838881283751
Волгоградская область,ЮФО,2019,-3.0,2532.4,380349.9,73552.5,5.340414085042984,41586.0,23843.33109043981,293.0
Волгоградская область,ЮФО,2020,29.0,2519.9,387991.0,72593.5,7.578123940539698,43866.0,24627.101981382508,310.0
Волгоградская область,ЮФО,2021,25.0,2503.2,426400.1,74350.4,4.970509216102788,49709.0,27226.0,324.0
Волгоградская область,ЮФО,2022,-25.0,2481.4,486910.5,88625.0,3.528309873812996,62324.0,32673.0,322.0
Волгоградская область,ЮФО,2023,-5.0,2462.0,562548.1,118359.0,2.8641133190953694,70721.0,35575.0,386.0
Волгоградская область,ЮФО,2024,-5.0,2462.0,562548.1,149185.0,2.8641133190953694,70721.0,41803.0,424.0
Вологодская область,СЗФО,2001,-12.0,1284.4,50934.4,8044.424911732993,5.6,37435.0,2719.0,186.37602179836512
Вологодская область,СЗФО,2002,-8.0,1272.7,63433.6,10940.118447872375,5.6,37435.0,3481.0,187.3968727901312
Вологодская область,СЗФО,2003,7.0,1261.4,85259.1,14484.694782445868,5.6,37435.0,4411.0,195.81634804889225
Вологодская область,СЗФО,2004,3.0,1250.8,129015.6,34463.96632606517,5.6,37435.0,5245.0,239.91762375224448
Вологодская область,СЗФО,2005,-4.0,1240.4,156379.7,48885.0,5.6,37435.0,6345.0,236.0
Вологодская область,СЗФО,2006,-13.0,1230.4,164130.2,53725.2,5.6,37435.0,8682.0,271.22143112584934
Вологодская область,СЗФО,2007,-6.0,1222.8,199003.0,64779.5,5.6,37435.0,10521.0,399.6640434028445
Вологодская область,СЗФО,2008,-3.0,1216.9,242347.7,64462.0,5.6,37435.0,12230.0,448.16776298219736
Вологодская область,СЗФО,2009,-9.0,1211.2,176179.2,46063.0,7.8,37435.0,12239.0,404.4585382526632
Вологодская область,СЗФО,2010,-17.0,1204.8,217826.8,56915.0,7.8,37435.0,14115.0,340.0
Вологодская область,СЗФО,2011,3.0,1199.8,269271.0,95815.7,7.3,37435.0,15638.966680474672,362.0
Вологодская область,СЗФО,2012,-10.0,1197.1,296779.7,126151.4,5.8,37435.0,18251.637702163323,325.0
Вологодская область,СЗФО,2013,-12.0,1194.5,289860.7,63142.3,6.0828016866362224,37435.0,18997.71514986105,482.0
Вологодская область,СЗФО,2014,-8.0,1191.7,324906.9,66902.2,5.582737553804205,37435.0,21799.961807251224,650.0
Вологодская область,СЗФО,2015,-18.0,1188.9,402818.7,73275.1,6.840143627374628,37435.0,25001.607008424075,726.0
Вологодская область,СЗФО,2016,-15.0,1185.3,430233.8,96313.9,6.613488469823232,37435.0,26613.91503683211,652.0
Вологодская область,СЗФО,2017,-32.0,1179.7,460014.4,117221.3,5.289768814189196,37435.0,25933.09469233947,459.0
Вологодская область,СЗФО,2018,-39.0,1171.5,525527.1,130968.6,5.084143858297641,37435.0,27028.04714126616,456.83174601008017
Вологодская область,СЗФО,2019,-19.0,1163.3,543954.1,171319.0,4.4726941722772215,38966.0,28438.210020296425,503.0
Вологодская область,СЗФО,2020,-19.0,1154.8,540722.5,180062.8,6.138800155903636,43997.0,29706.16733921015,433.0
Вологодская область,СЗФО,2021,-9.0,1144.3,897094.3,180893.6,4.646741751756241,52106.0,31886.857298751023,558.0
Вологодская область,СЗФО,2022,-22.0,1133.6,900543.6,154506.0,3.433050682849069,65268.0,37178.0,572.0
Вологодская область,СЗФО,2023,-7.0,1125.0,961567.4,151195.0,3.1472407618044285,72788.0,42708.0,663.0
Вологодская область,СЗФО,2024,-7.0,1125.0,961567.4,223880.0,3.1472407618044285,72788.0,51811.0,610.0
Воронежская область,ЦФО,2001,2.0,2409.7,24905.4,4319.41386256288,5.2,43816.0,2040.0,242.6028136282525
Воронежская область,ЦФО,2002,14.0,2385.8,34789.6,6691.2102339911335,5.2,43816.0,2597.0,273.61891189538096
Воронежская область,ЦФО,2003,76.0,2370.9,42237.5,8332.412611025344,5.2,43816.0,3381.0,316.4120509886506
Воронежская область,ЦФО,2004,88.0,2366.2,49530.0,9232.322502638786,5.2,43816.0,4104.0,296.8902803404962
Воронежская область,ЦФО,2005,85.0,2362.9,56534.5,12126.0,5.2,43816.0,5398.0,332.0
Воронежская область,ЦФО,2006,66.0,2357.4,70492.7,16487.5,5.2,43816.0,6862.0,362.3972260471256
Воронежская область,ЦФО,2007,45.0,2349.1,94849.5,27806.0,5.2,43816.0,8307.0,414.7955671703612
Воронежская область,ЦФО,2008,54.0,2341.7,122591.1,40213.0,5.2,43816.0,10587.0,478.4975050230494
Воронежская область,ЦФО,2009,47.0,2336.9,129112.5,40561.0,8.6,43816.0,11999.0,379.8547334854978
Воронежская область,ЦФО,2010,68.0,2334.9,148432.6,53890.0,7.5,43816.0,13883.0,450.0
Воронежская область,ЦФО,2011,47.0,2333.8,203523.7,66521.6,6.4,43816.0,15904.465748717086,427.0
Воронежская область,ЦФО,2012,48.0,2332.8,241754.0,78160.9,5.5,43816.0,18932.57268318097,476.0
Воронежская область,ЦФО,2013,48.0,2332.9,262215.8,93010.4,4.689900506770647,43816.0,21652.969236856105,579.0
Воронежская область,ЦФО,2014,63.0,2334.6,307400.6,102916.5,4.541182026736976,43816.0,24924.3568508156,675.0
Воронежская область,ЦФО,2015,58.0,2338.2000000000003,344688.2,113186.8,4.472901271933319,43816.0,29291.11228292413,698.0
Воронежская область,ЦФО,2016,59.0,2341.8,353549.7,115721.6,4.476675783410716,43816.0,29192.44916216862,719.0
Воронежская область,ЦФО,2017,49.0,2343.3,372738.0,121049.2,4.335136148177837,43816.0,29388.315025662032,723.0
Воронежская область,ЦФО,2018,35.0,2340.8,406385.7,118240.8,3.6495835709561386,43816.0,30158.281326116048,725.5433208698281
Воронежская область,ЦФО,2019,47.0,2337.4,428581.3,127817.5,3.544188874823431,45886.0,31865.424939724384,808.0
Воронежская область,ЦФО,2020,8.0,2327.8,456565.5,111340.9,4.288257188287293,50627.0,31925.40461652559,746.0
Воронежская область,ЦФО,2021,50.0,2310.9,551241.7,123334.2,3.820301751136237,60573.0,34981.53147051964,812.0
Воронежская область,ЦФО,2022,3.0,2293.9,594183.1,150022.0,3.4792118085771357,81299.0,41156.0,838.0
Воронежская область,ЦФО,2023,19.0,2279.3,655626.6,164131.0,3.251370691018713,76506.0,45087.0,884.0
Воронежская область,ЦФО,2024,19.0,2279.3,655626.6,154446.0,3.251370691018713,76506.0,53449.0,853.0
Еврейская АО,ДФО,2001,-29.0,192.6,24877.5,2287.1250876418503,9.6,38436.0,2029.0,39.48051948051948
Еврейская АО,ДФО,2002,-23.0,191.2,35766.0,4401.8179003369805,9.6,38436.0,3081.0,87.34309623430963
Еврейская АО,ДФО,2003,-74.0,189.5,45196.1,7479.109330520217,9.6,38436.0,4077.0,55.409263373421496
Еврейская АО,ДФО,2004,-91.0,187.1,60029.9,17093.047373105,9.6,38436.0,5033.0,56.65782947062345
Еврейская АО,ДФО,2005,-159.0,183.7,77319.2,29725.0,9.6,38436.0,6406.0,88.0
Еврейская АО,ДФО,2006,-85.0,180.5,99578.4,33564.4,9.6,38436.0,7624.0,116.87872862531782
Еврейская АО,ДФО,2007,-18.0,179.1,132505.0,47697.8,9.6,38436.0,8752.0,167.54347753241967
Еврейская АО,ДФО,2008,-17.0,178.4,134377.5,58431.0,9.6,38436.0,11306.0,220.81488538922827
Еврейская АО,ДФО,2009,-20.0,177.8,142388.0,45209.0,8.5,38436.0,13646.0,274.4286485513766
Еврейская АО,ДФО,2010,-49.0,176.9,178380.6,106334.0,9.3,38436.0,15348.0,297.0
Еврейская АО,ДФО,2011,-123.0,175.1,225382.9,145220.1,8.5,38436.0,16548.566337922803,302.0
Еврейская АО,ДФО,2012,-117.0,172.8,247338.9,144352.6,8.5,38436.0,18527.989148255736,312.0
Еврейская АО,ДФО,2013,-153.0,170.3,225611.9,84111.4,8.291189477264997,38436.0,20555.70232860333,368.0
Еврейская АО,ДФО,2014,-139.0,167.7,250145.1,61349.6,8.732771875555981,38436.0,22057.003289702538,614.0
Еврейская АО,ДФО,2015,-142.0,165.1,269785.3,72737.1,7.889918124824898,38436.0,24060.67803417924,356.0
Еврейская АО,ДФО,2016,-119.0,162.7,298404.2,79446.6,8.056302799661976,38436.0,23413.077674615808,460.0
Еврейская АО,ДФО,2017,-141.0,160.4,344645.5,68856.4,8.282281936253279,38436.0,24086.10726564481,309.0
Еврейская АО,ДФО,2018,-134.0,157.9,345698.0,108652.5,6.843910627962437,38436.0,25178.491800578933,172.70942571009667
Еврейская АО,ДФО,2019,-87.0,155.7,365145.1,102036.9,6.121802002719727,37909.0,27187.036858614083,147.0
Еврейская АО,ДФО,2020,-83.0,153.6,411199.2,107357.3,6.192135391429873,41294.0,28814.81125914741,90.0
Еврейская АО,ДФО,2021,-114.0,151.1,523964.8,111385.9,5.489380072173415,53268.0,31117.810043268262,193.0
Еврейская АО,ДФО,2022,-87.0,148.5,546196.2,140729.0,4.89767641366586,62468.0,37753.0,170.0
